nBids,PowerSeller,VerifyID,Sealed,Minblem,MajBlem,LargNeg,LogBook,MinBidShare,Sold
2,1,0,0,0,0,0,0.3755,0.289,1
5,0,0,0,0,0,0,0.584,-0.2497,1
0,1,0,0,0,0,0,-0.8141,0.3737,0
2,1,0,0,1,0,0,0.9205,-0.3098,1
7,0,0,0,0,0,0,0.5108,-0.4071,1
2,1,0,0,0,0,1,0.0332,0.3733,1
1,1,0,0,0,0,0,0.3295,0.5285,1
0,1,0,0,1,0,0,-0.9738,0.6447,0
6,1,0,0,0,0,0,-0.3033,-0.264,1
0,1,0,0,1,0,0,-0.9142,0.5739,0
10,1,0,0,0,0,0,0.3157,-0.3703,1
0,1,1,0,0,0,0,0.3755,-0.4722,0
2,0,0,0,0,0,0,0.6073,0.1336,1
1,1,0,0,0,0,0,0.3755,0.289,1
5,0,0,0,0,0,0,0.5108,-0.4767,1
5,0,1,1,0,0,0,1.8779,-0.5265,1
8,0,1,1,0,0,0,0.9205,-0.4442,1
4,0,1,1,0,0,0,0.2189,-0.3085,1
5,0,1,1,0,0,0,0.8863,-0.4396,1
5,0,1,1,0,0,0,0.2189,-0.3085,1
5,0,1,1,0,0,0,-0.052000000000000005,-0.2248,1
6,1,0,1,0,0,0,0.2189,-0.0726,1
4,1,0,1,0,0,0,0.8863,-0.3186,1
4,1,0,1,0,0,0,0.2189,-0.0726,1
4,1,0,1,0,0,0,-0.052000000000000005,0.0845,1
3,1,0,1,0,0,0,-0.3621,0.3253,1
2,1,0,1,0,0,0,-0.3621,0.3253,1
2,1,0,1,0,0,0,-0.3033,0.2737,1
3,1,0,1,0,0,0,-0.3621,0.3253,1
0,1,0,0,0,0,0,-1.0254,0.3623,0
2,0,0,0,0,0,0,0.5108,0.1252,1
5,0,0,0,0,0,0,0.7455,-0.4588,1
7,1,0,0,0,0,0,0.1487,-0.214,1
4,0,0,0,0,0,0,0.8863,-0.5085,1
5,1,0,0,0,0,0,0.0332,-0.1695,1
5,1,0,0,0,0,0,0.1117,-0.2003,1
3,0,0,0,0,0,0,0.0332,-0.3352,1
3,0,0,0,0,1,0,-0.2477,-0.2566,1
0,0,0,0,0,1,0,0.5108,0.259,0
3,0,0,0,1,0,0,-0.6044,-0.1962,1
5,1,0,0,0,0,0,0.3295,-0.4105,1
4,1,0,0,0,0,0,0.1487,-0.3253,1
5,0,0,0,1,0,0,0.9205,-0.33,1
6,1,0,0,0,1,0,-0.3033,-0.2234,1
3,1,0,0,0,1,0,-0.9738,0.1151,1
4,1,0,0,0,1,0,-0.9142,0.0749,1
1,1,0,0,0,1,0,-1.0923,0.2022,1
3,1,0,0,0,1,0,-0.6398,-0.0817,1
5,0,0,0,0,0,0,1.0758,-0.3584,1
4,0,0,0,0,0,0,0.5108,-0.4767,1
5,1,0,1,0,0,0,-0.3621,-0.0359,1
4,1,0,1,0,0,0,0.2189,-0.0726,1
11,1,0,1,0,0,0,0.8863,-0.3186,1
7,1,0,1,0,0,0,0.2189,-0.0726,1
8,1,0,1,0,0,0,-0.052000000000000005,0.0845,1
6,1,0,1,0,0,0,-0.3621,0.3253,1
4,1,0,1,0,0,0,-0.3621,0.3253,1
4,1,0,1,0,0,0,-0.3033,0.2737,1
5,1,0,1,0,0,0,-0.3621,0.3253,1
2,1,0,0,0,0,1,-0.4608,0.3721,1
5,0,0,0,0,0,0,0.5108,-0.1984,1
0,1,0,0,1,0,0,-0.6398,0.3383,0
0,0,0,0,0,0,0,-0.2477,0.1196,0
2,0,0,0,0,0,0,0.1487,-0.289,1
0,1,1,0,0,0,0,0.0332,0.6019,0
4,1,0,0,0,0,0,-0.2477,-0.2539,1
6,1,0,0,0,0,0,-0.0767,-0.3048,1
1,1,0,0,1,0,0,-0.9738,0.5899,1
7,1,0,0,0,0,0,0.3295,-0.4105,1
7,0,0,0,0,0,0,-0.052000000000000005,-0.3159,1
6,1,0,1,0,0,0,-0.3621,-0.2147,1
0,1,1,0,0,0,0,0.0332,0.6019,0
0,0,0,0,0,0,0,-0.2477,0.2272,0
6,0,0,0,0,0,0,-0.0767,-0.3093,1
8,0,0,0,0,0,0,0.3295,-0.3989,1
0,1,1,0,0,0,0,0.1487,0.4732,0
5,0,0,0,0,0,0,-0.4608,-0.1837,1
1,1,1,0,0,0,0,0.6073,0.4775,1
2,1,0,0,0,0,1,-0.4608,0.3721,1
0,1,0,0,0,0,1,0.0332,0.3856,0
0,1,0,0,0,0,0,-0.7231,0.29100000000000004,0
5,1,0,0,0,0,0,-0.7231,-0.1003,1
1,1,0,0,0,0,0,-1.0254,0.5976,1
1,1,0,0,0,0,0,-1.0254,0.5976,1
7,1,0,0,0,0,0,-0.1723,-0.3025,1
5,1,0,0,0,0,0,-0.3033,-0.264,1
4,1,0,0,0,0,0,0.3157,-0.4088,1
1,1,0,0,1,0,0,-0.9142,0.4739,1
8,0,0,0,0,1,0,1.9993,-0.4921,1
8,0,0,0,0,0,0,-0.3621,-0.3207,1
5,0,0,0,0,0,0,0.3755,-0.1754,1
0,1,0,0,0,0,0,0.5108,0.8375,0
3,0,0,0,0,0,0,-0.396,-0.1394,1
6,0,0,0,0,0,0,0.8863,-0.4561,1
8,1,0,0,0,0,0,-0.3621,-0.3668,1
6,0,0,0,0,0,0,0.8863,-0.4561,1
7,0,0,0,0,0,0,0.5108,-0.4007,1
4,0,0,0,0,0,0,0.0534,-0.2981,1
0,1,1,0,0,0,0,0.7365,0.4506,0
7,0,0,0,0,0,0,0.7455,-0.4377,1
2,0,0,0,0,0,0,-0.8141,0.3737,1
5,0,0,0,0,0,0,-0.052000000000000005,-0.267,1
3,0,0,0,0,0,0,-1.0254,0.5976,1
7,0,0,0,0,0,0,0.0332,-0.2924,1
3,1,0,0,0,0,0,-0.4608,-0.1135,1
4,0,0,0,0,0,0,-0.2477,-0.1998,1
5,0,0,0,0,0,0,-0.052000000000000005,-0.267,1
3,0,0,0,1,0,0,-1.0923,0.0437,1
1,1,0,0,0,0,1,-0.4608,0.3721,1
6,0,0,0,0,0,0,-0.3033,-0.2954,1
3,0,0,0,0,1,0,-0.052000000000000005,-0.2781,1
5,0,0,0,0,0,0,-0.6398,0.2215,1
2,1,0,0,0,0,0,-1.1506,0.7543,1
4,1,0,0,0,0,0,-0.7231,-0.1003,1
4,1,0,0,0,0,0,-0.6398,-0.1385,1
3,1,0,0,0,0,0,-1.0254,0.5976,1
7,0,1,0,0,0,0,-0.3033,-0.4343,1
7,0,1,1,0,0,0,0.8863,-0.4396,1
6,0,1,1,0,0,0,0.2189,-0.3085,1
5,0,1,1,0,0,0,0.2189,-0.3085,1
5,0,1,1,0,0,0,-0.052000000000000005,-0.2248,1
2,0,0,0,0,0,0,-0.3621,0.1163,1
0,0,0,0,0,0,0,-0.2477,0.2272,0
3,0,0,0,0,0,0,-1.0923,0.6789,1
0,1,1,0,0,0,0,0.6073,0.4775,0
2,0,0,0,0,0,0,-0.0767,-0.3093,1
5,0,0,0,0,0,0,-0.052000000000000005,-0.3159,1
8,0,0,0,0,0,0,0.5108,-0.38299999999999995,1
3,0,0,0,1,0,0,-0.9142,0.4739,1
6,1,0,0,0,0,0,-0.9142,-0.1629,1
4,1,0,0,0,0,0,-0.9142,-0.1629,1
4,0,0,0,1,0,0,-0.9142,0.4739,1
6,1,0,0,0,0,0,0.0332,-0.3332,1
3,0,0,0,0,0,0,-0.4608,-0.1837,1
1,1,0,0,0,0,0,-1.0923,0.6789,1
0,1,0,0,0,0,1,-1.0254,0.4988,0
0,1,0,0,0,0,1,0.5108,0.3869,0
4,0,0,1,0,0,0,-0.3621,0.3005,1
2,1,0,0,0,0,1,-0.4608,0.3721,1
0,1,0,0,0,0,1,0.0332,0.3488,0
4,1,0,0,0,0,0,-0.5628,-0.171,1
4,1,0,0,0,0,0,-0.3033,-0.264,1
3,1,0,0,0,0,0,-0.9142,0.4739,1
8,1,0,0,0,0,0,0.4852,-0.4351,1
2,1,0,0,0,0,0,-0.9738,0.5385,1
5,0,0,0,0,0,0,0.3755,-0.2594,1
3,1,0,0,0,0,0,-1.0254,0.127,1
5,1,0,0,0,0,0,-0.7231,-0.0568,1
4,1,0,0,0,0,0,-0.8141,-0.0072,1
5,1,0,0,0,0,0,-0.8141,-0.0072,1
1,1,1,0,0,0,0,0.0332,0.6019,1
7,0,0,0,0,0,0,0.6073,-0.4009,1
6,1,0,0,0,0,0,-0.6398,-0.0985,1
7,0,0,0,0,0,0,1.9993,-0.5337,1
7,0,1,0,1,0,0,0.2189,-0.4001,1
1,1,1,0,0,0,0,0.6073,0.4775,1
5,1,0,0,0,1,0,-0.2237,-0.2906,1
2,1,0,0,0,0,0,-1.0254,0.5976,1
5,1,0,0,0,0,0,-0.9142,0.4739,1
2,1,0,0,0,0,0,-1.0254,0.5976,1
5,1,0,0,0,0,0,0.3157,-0.4088,1
0,0,0,0,0,0,0,0.3755,0.4641,0
1,0,0,0,0,1,0,-0.0767,-0.2615,1
5,0,0,0,0,0,0,0.6073,0.0186,1
4,0,0,0,0,0,0,0.9205,0.10300000000000001,1
3,0,0,0,0,0,0,0.5108,0.1945,1
7,1,0,1,0,0,0,0.9205,-0.3348,1
10,1,0,1,0,0,0,0.2189,-0.0726,1
10,1,0,1,0,0,0,0.2189,-0.0726,1
8,1,0,1,0,0,0,-0.052000000000000005,0.0845,1
6,1,0,1,0,0,0,-0.3621,0.3253,1
5,1,0,1,0,0,0,-0.3621,0.3253,1
5,1,0,1,0,0,0,-0.3033,0.2737,1
6,1,0,1,0,0,0,-0.3621,0.3253,1
1,1,0,0,0,0,0,-0.4608,0.0905,1
7,1,0,0,0,0,0,0.4852,-0.4351,1
4,1,0,0,0,0,0,-0.3621,-0.245,1
3,0,0,0,0,1,0,0.3755,-0.1754,1
5,0,0,0,0,0,0,1.4144,-0.0597,1
3,1,0,0,0,0,0,-0.7231,-0.1003,1
0,0,0,0,0,0,0,-0.3033,0.3183,0
1,1,0,0,0,0,0,-0.9142,0.4739,1
4,1,0,0,0,0,0,-0.052000000000000005,-0.3337,1
0,1,0,0,0,0,0,0.5108,0.5616,0
4,0,0,0,0,0,0,0.7365,-0.4612,1
2,1,0,0,0,0,0,-0.2779,-0.0211,1
8,0,0,0,0,0,0,-0.2237,-0.3144,1
7,0,0,0,0,0,0,0.3295,-0.3989,1
8,0,0,0,0,0,0,0.7365,-0.4587,1
0,0,0,0,0,0,0,-0.4608,0.726,0
3,0,0,0,1,0,0,-0.9142,0.1055,1
6,1,0,0,0,0,0,1.9993,-0.4920000000000001,1
8,0,0,0,0,0,0,0.3295,-0.3959,1
7,1,0,0,0,0,0,0.6073,-0.3478,1
4,0,0,0,0,0,0,-0.2477,-0.3755,1
0,1,1,0,0,0,0,0.7365,0.5415,0
5,1,0,1,0,0,0,-0.3621,-0.2892,1
0,1,0,0,0,0,0,-0.9142,0.9764,0
0,1,1,0,0,0,0,0.3295,0.3692,0
2,1,0,0,0,0,0,-0.0767,-0.1221,1
4,1,0,0,0,0,1,-0.4608,0.3655,1
2,1,0,0,0,0,0,-0.2477,-0.0371,1
5,1,0,0,0,0,0,-0.052000000000000005,-0.1332,1
6,0,0,0,1,0,0,0.0332,-0.1695,1
0,1,1,0,0,0,0,0.0332,0.6019,0
2,1,0,0,0,0,0,-0.3033,-0.0063,1
3,0,0,0,0,0,0,-0.3033,-0.1497,1
5,0,0,0,1,0,0,-0.9142,-0.1314,1
2,0,0,0,1,0,0,-1.1506,0.3876,1
3,0,0,0,1,0,0,0.7455,-0.3775,1
7,0,0,0,1,0,0,-0.6398,-0.2385,1
5,0,0,0,1,0,0,-0.8141,-0.1739,1
5,0,0,0,1,0,0,-0.4608,-0.2941,1
5,0,0,0,1,0,0,0.5108,-0.4703,1
7,0,0,0,1,0,0,0.1844,-0.4289,1
11,1,0,0,0,0,1,-0.6044,-0.231,1
4,0,0,0,0,1,0,0.1117,-0.2003,1
6,0,0,0,0,0,0,-0.052000000000000005,-0.2692,1
7,0,0,0,0,0,0,0.3755,-0.3765,1
4,0,0,0,1,0,0,-0.7231,-0.3377,1
10,1,0,0,0,0,0,0.9205,-0.4768,1
2,0,0,0,0,0,0,0.2189,0.1325,1
4,0,0,0,0,0,0,-0.4608,0.1423,1
0,1,0,0,0,0,0,-0.052000000000000005,0.7454,0
1,0,0,0,0,0,0,1.4347,0.3268,1
5,0,0,0,0,0,1,0.0332,-0.2638,1
5,0,0,0,0,0,1,0.5108,-0.426,1
6,0,0,0,0,0,0,-0.9142,-0.0577,1
4,0,0,0,0,0,0,-0.2237,-0.3935,1
10,1,1,0,0,0,0,0.40399999999999997,-0.4429,1
7,0,0,0,0,0,1,0.40399999999999997,-0.3611,1
2,0,0,0,0,0,0,0.1487,0.5405,1
8,0,0,0,1,0,1,0.3755,-0.3548,1
1,1,0,0,0,0,0,-0.3033,0.1023,1
3,1,0,0,0,0,0,-0.2237,-0.2616,1
0,1,1,0,0,0,0,0.7365,0.5415,0
7,0,0,0,0,0,1,1.9993,-0.5337,1
2,1,1,0,0,0,0,0.3295,0.3692,1
7,0,0,0,0,0,0,0.40399999999999997,-0.1413,1
3,0,0,0,0,0,0,0.5108,-0.1855,1
5,0,0,0,0,0,0,0.5108,-0.1855,1
3,0,0,0,0,0,0,0.3755,-0.1287,1
0,1,1,0,0,0,0,0.0332,0.6019,0
6,0,0,0,0,0,0,0.5108,-0.4007,1
6,0,0,0,0,0,0,0.5108,-0.4007,1
6,0,0,0,0,0,0,0.6073,-0.41700000000000004,1
1,0,0,0,0,0,0,-0.3621,0.2702,1
6,0,0,0,0,0,0,0.9205,-0.2669,1
1,0,0,0,0,1,0,-0.0767,0.1467,1
5,1,0,1,0,0,0,0.2189,-0.0726,1
6,1,0,1,0,0,0,0.8863,-0.3186,1
6,1,0,1,0,0,0,0.2189,-0.0726,1
5,1,0,1,0,0,0,-0.052000000000000005,0.0845,1
4,1,0,1,0,0,0,-0.3621,0.3253,1
5,1,0,1,0,0,0,-0.3621,0.3253,1
0,1,0,0,0,0,0,0.1117,0.4031,0
5,0,0,0,0,0,0,-0.2477,-0.36200000000000004,1
5,0,0,0,0,0,0,-0.0767,-0.3959,1
6,0,0,0,0,0,1,0.5108,-0.38299999999999995,1
0,1,1,0,0,0,0,0.0332,0.6019,0
2,0,0,0,0,0,0,0.40399999999999997,0.408,1
4,0,0,0,0,0,0,-1.0254,0.0035,1
2,0,0,0,0,0,0,-1.0923,0.0437,1
2,1,1,0,0,0,0,0.7365,0.5415,1
0,0,0,0,1,0,0,-0.3621,0.2072,0
6,0,0,0,0,0,0,0.6073,-0.4285,1
2,1,1,0,0,0,0,0.3295,0.3692,1
1,1,0,0,0,0,0,-0.3621,0.2363,1
6,0,0,0,0,0,0,0.0332,-0.3761,1
0,0,0,0,1,0,0,-0.9142,0.3949,0
2,0,0,0,0,0,0,0.1487,0.3296,1
9,0,0,0,0,0,0,1.0758,-0.5131,1
5,0,0,0,0,0,0,0.0332,-0.3944,1
11,0,0,0,0,0,0,1.4347,-0.5326,1
6,0,0,0,1,0,0,-0.3033,-0.3845,1
4,0,0,0,0,0,0,0.1117,-0.4082,1
7,0,0,0,0,0,0,0.7365,-0.48700000000000004,1
5,0,0,0,0,0,0,0.0332,-0.3944,1
5,0,0,0,0,0,0,1.9993,-0.552,1
6,0,0,0,0,0,0,0.3755,-0.4475,1
5,0,0,0,0,0,0,0.5108,-0.46399999999999997,1
2,1,0,0,0,0,1,-0.4608,0.3655,1
6,0,0,0,0,0,0,0.23399999999999999,-0.4111,1
1,1,0,0,0,1,0,-0.0767,-0.1686,1
4,0,0,0,0,0,1,0.1844,-0.2798,1
6,0,0,0,0,0,0,-1.0254,-0.1083,1
6,0,0,0,0,0,0,-0.3621,-0.3359,1
4,0,0,0,0,0,0,0.5108,-0.4767,1
5,0,0,0,0,0,0,-0.1723,-0.3777,1
6,0,0,0,0,0,1,0.40399999999999997,-0.3611,1
5,1,0,0,0,0,0,0.0332,-0.0103,1
4,0,0,0,0,0,0,0.1844,-0.4026,1
3,0,0,0,1,0,1,0.3755,-0.3548,1
4,0,0,0,0,0,0,-0.6044,-0.1962,1
2,1,0,0,0,0,0,0.1487,0.1489,1
0,1,0,0,0,0,0,-0.3033,0.336,0
0,1,0,0,0,0,0,0.1117,0.4031,0
5,0,0,0,0,0,1,0.7365,-0.4223,1
4,1,0,0,0,0,0,-0.9738,0.3151,1
1,1,0,0,0,0,0,-1.0923,0.4273,1
1,1,0,0,0,0,0,0.0332,0.3199,1
3,1,0,0,0,0,0,0.6073,-0.2352,1
8,0,0,0,0,0,1,0.9205,-0.4484,1
6,0,0,0,0,0,0,0.6073,-0.4319,1
0,1,0,0,0,0,0,0.2189,0.7762,0
0,1,0,0,0,0,1,0.5108,0.33399999999999996,0
6,1,0,0,0,0,0,1.4347,-0.4293,1
1,1,1,0,0,0,0,0.7365,0.5415,1
1,1,0,0,0,0,1,0.40399999999999997,0.435,1
1,1,1,0,0,0,0,0.0332,0.6019,1
1,1,0,0,0,0,1,0.0332,0.3652,1
2,1,0,0,0,0,0,-0.9142,0.4739,1
6,1,0,0,0,0,0,-0.6398,-0.1385,1
2,1,1,0,0,0,0,0.3295,0.3692,1
5,1,0,0,0,0,0,-0.7231,-0.1003,1
2,1,0,0,0,0,0,-0.7231,0.29100000000000004,1
1,1,0,0,0,0,0,-1.0254,0.5976,1
1,0,0,0,1,0,0,-0.6398,0.0415,1
5,1,0,0,0,0,0,0.2189,-0.1828,1
3,1,0,0,0,0,0,0.2001,-0.1742,1
0,0,0,0,0,0,0,0.1844,0.1325,0
6,0,0,0,0,0,0,0.5108,-0.4389,1
3,0,0,0,0,0,0,-0.052000000000000005,-0.3341,1
4,1,0,0,1,0,0,-1.0254,-0.1542,1
3,0,0,0,0,0,0,-0.0767,-0.32799999999999996,1
7,0,0,0,0,0,0,1.0758,-0.4988,1
5,1,0,0,0,0,0,-0.8141,-0.2348,1
8,0,0,0,1,0,0,0.5108,-0.4389,1
3,0,0,0,0,0,0,-0.1723,-0.0037,1
5,1,0,0,0,0,0,0.1487,-0.214,1
6,1,0,0,0,0,0,0.0332,-0.1695,1
1,0,0,0,1,0,0,1.0758,0.1561,1
4,0,0,0,0,0,0,-0.052000000000000005,-0.3341,1
3,1,0,0,0,0,1,-0.6044,-0.231,1
6,0,0,0,0,0,0,-0.052000000000000005,-0.3341,1
8,0,0,0,0,0,0,-0.052000000000000005,-0.3341,1
6,0,0,0,1,0,0,0.0332,-0.2107,1
8,0,0,0,0,0,0,-0.052000000000000005,-0.3341,1
8,0,0,1,0,0,0,-0.3621,-0.3359,1
7,0,0,0,0,0,0,0.0332,-0.354,1
5,0,0,0,0,0,0,0.7455,-0.2456,1
7,0,0,1,0,0,0,-0.3621,-0.3359,1
9,0,0,0,0,0,0,0.5108,-0.4767,1
7,0,0,0,0,0,0,0.0534,-0.4381,1
2,0,0,0,0,0,0,0.3295,0.1795,1
5,0,0,0,0,0,1,0.0332,-0.2638,1
4,0,0,0,0,0,0,0.23399999999999999,-0.3947,1
1,0,0,0,0,0,0,-0.2477,0.2272,1
5,0,0,0,0,0,0,0.3295,-0.3989,1
5,0,0,0,0,0,0,0.7365,-0.4587,1
4,0,0,0,0,0,0,1.4347,-0.2159,1
4,1,0,0,0,0,0,0.6073,-0.3478,1
6,0,0,0,0,0,0,0.5108,-0.4521,1
0,1,0,0,0,0,1,-0.3621,0.2793,0
8,1,0,0,0,1,0,1.9993,-0.5379999999999999,1
2,0,0,0,0,0,0,-0.9142,0.0002,1
4,0,0,0,0,0,0,-0.9142,0.0002,1
4,0,0,0,0,0,0,-0.9142,0.0528,1
4,0,0,0,1,0,0,-0.9738,0.0916,1
3,1,0,0,0,0,0,0.1487,0.0005,1
10,0,0,0,1,0,1,0.3755,-0.3548,1
0,1,0,0,0,0,0,-0.2477,0.7587,0
9,0,0,0,0,0,1,0.5108,-0.38299999999999995,1
4,0,0,0,0,0,0,0.0332,-0.0287,1
7,0,0,0,0,0,1,0.5108,-0.38299999999999995,1
8,0,0,0,0,0,1,1.9993,-0.5337,1
6,0,0,0,0,0,0,0.3755,-0.4345,1
0,1,1,0,0,0,0,0.0332,0.6019,0
0,0,1,0,0,0,0,0.0332,0.3929,0
4,0,0,0,1,0,0,-0.9142,-0.0577,1
5,0,0,0,0,0,0,-0.052000000000000005,-0.3559,1
6,1,0,0,0,0,0,1.4347,-0.4279,1
0,1,0,0,0,0,0,0.2189,0.7762,0
9,1,0,0,1,0,0,0.40399999999999997,-0.2988,1
3,0,0,0,1,0,0,-0.3033,-0.3845,1
6,1,0,0,0,0,0,0.1487,-0.0359,1
3,1,0,0,0,0,0,-0.3621,0.2363,1
3,1,0,0,0,0,0,-0.3621,0.226,1
0,0,0,0,0,0,0,-0.052000000000000005,0.5329999999999999,0
3,1,0,1,0,0,0,-0.3621,0.3005,1
1,0,0,0,0,0,0,0.1487,0.4932,1
5,0,0,0,0,0,0,0.0332,-0.3834,1
7,0,0,0,0,0,1,0.0332,-0.2638,1
0,1,0,0,0,0,0,-0.2477,0.7587,0
5,0,0,0,1,0,0,0.23399999999999999,-0.3794,1
1,0,0,0,0,0,1,0.0332,0.107,1
0,1,0,0,0,0,0,-0.052000000000000005,0.7454,0
5,0,0,0,0,0,0,1.9993,-0.5377,1
6,0,0,0,0,0,1,0.0332,-0.2638,1
1,0,0,0,0,0,0,0.40399999999999997,0.261,1
3,0,0,0,0,0,1,0.5108,-0.38299999999999995,1
0,1,1,0,0,0,0,0.0332,0.6019,0
5,1,0,0,0,0,0,-0.1723,-0.2774,1
8,1,0,0,0,0,0,-0.3621,-0.2147,1
3,1,0,0,1,0,0,-1.0254,0.127,1
7,0,0,0,1,0,0,-0.3621,-0.2783,1
9,0,0,0,0,0,0,1.4347,-0.2159,1
0,1,1,0,0,0,0,0.7365,0.5415,0
8,1,0,0,0,0,0,0.5108,-0.4514,1
1,0,0,0,0,0,0,0.1487,0.366,1
6,1,0,0,0,0,0,-0.9142,-0.1629,1
5,0,0,0,1,0,0,1.0758,-0.4843,1
8,0,0,0,0,0,0,0.584,-0.4527,1
3,1,0,1,0,0,0,0.9205,-0.4442,1
5,1,0,1,0,0,0,0.2189,-0.3085,1
5,1,0,1,0,0,0,0.2189,-0.3085,1
6,1,0,1,0,0,0,0.8863,-0.4396,1
9,0,0,0,0,0,0,1.1181,-0.5226,1
1,1,0,0,0,0,0,-1.1506,0.7543,1
6,1,0,0,0,0,0,-0.3033,-0.264,1
8,1,0,1,0,0,0,-0.3621,-0.2892,1
3,1,0,0,0,0,0,-0.7231,-0.1003,1
1,1,0,0,0,0,0,-1.0254,0.5976,1
6,1,0,0,0,0,0,-0.3033,-0.264,1
2,1,0,0,0,0,0,-0.8141,0.3737,1
4,1,0,0,0,0,0,-0.052000000000000005,-0.3337,1
1,1,0,0,0,0,0,0.1487,0.2943,1
0,1,0,0,0,0,0,-0.9738,0.3151,0
0,1,0,0,1,0,0,-1.0923,0.4273,0
0,1,0,0,0,0,0,0.0332,0.3607,0
7,0,0,0,0,0,0,1.9993,-0.3892,1
6,0,0,0,0,0,0,0.5108,-0.4767,1
3,1,0,0,1,0,0,-0.9142,0.2634,1
2,1,0,0,1,0,0,-1.0254,0.3623,1
2,1,0,0,0,0,0,-0.3033,-0.0068,1
2,1,0,0,0,0,0,-0.7231,0.2041,1
2,1,0,0,1,0,0,-0.6398,0.1415,1
2,1,0,0,0,0,0,-1.0254,0.3623,1
3,1,0,0,1,0,0,-0.7231,0.0301,1
5,0,0,0,0,0,0,-0.3033,-0.3497,1
4,0,0,0,0,0,0,-0.9142,-0.1577,1
7,0,0,0,0,0,1,0.0332,-0.2638,1
7,0,0,0,1,0,0,-0.3033,-0.0645,1
7,0,0,0,0,0,1,0.1487,-0.298,1
7,0,0,1,0,0,0,0.8863,-0.4396,1
4,0,0,0,0,0,0,0.0332,-0.2638,1
4,1,0,0,0,0,0,-0.3621,0.2096,1
1,1,0,0,0,0,0,-0.3621,0.2096,1
3,0,0,0,0,0,0,-0.6398,-0.1785,1
5,1,0,0,0,0,0,0.3755,-0.1458,1
4,1,0,0,0,0,0,1.0758,-0.3633,1
6,1,1,0,0,0,0,1.4347,-0.5379999999999999,1
2,0,0,0,0,0,0,-0.2477,0.2272,1
7,0,0,0,0,0,0,0.3157,-0.3965,1
4,0,0,0,0,0,0,-0.052000000000000005,0.0663,1
7,1,1,0,1,0,0,1.9993,-0.5551,1
0,1,1,0,0,0,0,0.0332,0.6019,0
8,1,1,0,0,0,0,0.5108,-0.4777,1
5,0,0,0,0,0,0,0.3755,-0.1287,1
5,1,0,1,0,0,0,-0.3621,-0.2892,1
4,0,0,0,0,0,0,0.6073,-0.2216,1
0,1,0,0,0,0,0,0.5108,0.2945,0
0,1,0,0,1,0,0,0.3755,0.131,0
8,0,0,0,0,0,0,0.6073,-0.4319,1
0,1,0,0,0,0,0,-0.052000000000000005,0.5734,0
0,0,0,0,0,0,0,0.0332,0.4403,0
0,0,0,0,0,0,0,0.40399999999999997,0.4629,0
8,0,0,1,0,0,0,1.8779,-0.368,1
4,0,0,1,0,0,0,0.2189,0.185,1
3,0,0,1,0,0,0,0.2189,0.185,1
1,0,0,0,0,0,1,0.0332,0.2484,1
6,0,0,0,0,0,0,-0.3621,-0.2284,1
5,0,0,0,0,0,1,0.0332,-0.2638,1
0,1,0,0,0,0,0,0.5108,0.5556,0
6,0,0,0,0,0,0,-0.4608,-0.2439,1
3,1,0,0,0,0,0,-1.0923,0.3645,1
1,1,0,0,1,0,0,-0.3033,0.248,1
6,0,0,0,0,0,1,0.40399999999999997,-0.3611,1
5,0,0,0,0,0,0,0.6073,-0.371,1
8,0,0,0,1,0,1,0.3755,-0.3548,1
2,1,0,0,0,0,0,-0.6044,0.5381,1
6,0,0,0,0,0,0,0.3755,-0.3171,1
0,1,0,0,1,0,0,-0.7231,0.418,0
7,0,0,0,0,0,0,0.9205,-0.4266,1
4,0,0,0,0,0,1,0.6073,-0.4009,1
0,0,0,0,0,0,0,-0.7231,0.418,0
8,0,0,0,0,0,1,0.9205,-0.4484,1
0,1,0,0,1,0,0,-0.6398,0.3383,0
3,1,0,0,1,0,0,-0.4574,-0.1784,1
2,1,1,0,0,0,0,0.3295,0.3692,1
6,0,0,0,0,0,0,0.3755,-0.1458,1
1,1,0,0,0,0,0,-0.4574,0.149,1
0,1,0,0,0,0,0,-1.1506,0.8756,0
0,1,1,0,0,0,0,1.9993,0.42200000000000004,0
0,1,1,0,0,0,0,0.5108,0.4337,0
0,1,1,0,0,0,0,0.3157,0.4977,0
0,1,1,0,0,0,0,0.674,0.4535,0
0,1,1,0,0,0,0,1.4144,0.3449,0
0,1,1,0,0,0,0,-0.3621,0.5708,0
0,1,1,0,0,0,0,1.1181,0.3871,0
0,1,1,0,0,0,0,0.5108,0.45899999999999996,0
0,1,1,0,0,0,0,0.6073,0.4556,0
0,1,1,0,0,0,0,0.4852,0.434,0
0,1,1,0,0,0,0,0.3755,0.4064,0
8,1,0,1,0,0,0,0.9205,-0.4442,1
6,1,0,1,0,0,0,0.2189,-0.3085,1
9,1,0,1,0,0,0,0.8863,-0.4396,1
5,0,0,0,1,0,0,0.2189,-0.1509,1
3,0,0,0,0,0,0,-0.052000000000000005,-0.0181,1
6,1,0,1,0,0,0,0.2189,-0.3085,1
